_id,temperature,humidity,light,soil1_raw,soil1_pct,soil2_raw,soil2_pct,soil3_raw,soil3_pct,plant1_type,plant2_type,plant3_type,is_valid,timestamp
69d6d2d51320a1beb15f00f7,30.9,68.8,0,3094,29.66,2963,35.43,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T03:42:37.425Z
69d6d3111320a1beb15f00f8,30.9,68.7,0,3093,29.69,2961,35.49,1920,66.01,money_plant,snake_plant,cactus,true,2026-04-09T03:43:37.848Z
69d6d34e1320a1beb15f00f9,30.9,68.8,0,3091,29.75,2949,35.87,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T03:44:38.369Z
69d6d38a1320a1beb15f00fa,30.9,68.7,0,3100,29.48,2966,35.34,1920,66.01,money_plant,snake_plant,cactus,true,2026-04-09T03:45:38.888Z
69d6d3ce1320a1beb15f00fb,31,68.8,0,3107,29.27,2963,35.43,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T03:46:46.363Z
69d6d40a1320a1beb15f00fc,30.9,68.8,0,3097,29.57,2974,35.09,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T03:47:46.889Z
69d6d4471320a1beb15f00fd,30.9,68.7,0,3101,29.45,2974,35.09,1926,65.83,money_plant,snake_plant,cactus,true,2026-04-09T03:48:47.408Z
69d6d4831320a1beb15f00fe,30.9,68.7,0,3104,29.36,2967,35.31,1920,66.01,money_plant,snake_plant,cactus,true,2026-04-09T03:49:47.819Z
69d6d4c01320a1beb15f00ff,30.9,68.8,0,3098,29.54,2944,36.03,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T03:50:48.337Z
69d6d4fc1320a1beb15f0100,30.9,68.9,0,3167,27.5,2966,35.34,1921,65.98,money_plant,snake_plant,cactus,true,2026-04-09T03:51:48.855Z
69d6d5401320a1beb15f0101,30.9,68.9,0,3099,29.51,2960,35.52,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T03:52:56.857Z
69d6d57d1320a1beb15f0102,30.8,68.9,0,3094,29.66,2960,35.52,1921,65.98,money_plant,snake_plant,cactus,true,2026-04-09T03:53:57.375Z
69d6d5be1320a1beb15f0103,30.9,68.9,0,3102,29.42,2972,35.15,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T03:55:02.800Z
69d6d5fb1320a1beb15f0104,30.8,68.8,0,3101,29.45,2970,35.21,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T03:56:03.324Z
69d6d6371320a1beb15f0105,30.9,69,0,3085,29.93,2967,35.31,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T03:57:03.949Z
69d6d6741320a1beb15f0106,30.9,69,0,3106,29.3,2970,35.21,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T03:58:04.360Z
69d6d6b01320a1beb15f0107,30.9,68.8,0,3093,29.69,2981,34.87,1920,66.01,money_plant,snake_plant,cactus,true,2026-04-09T03:59:04.886Z
69d6d6ed1320a1beb15f0108,30.8,69,0,3091,29.75,2967,35.31,1917,66.1,money_plant,snake_plant,cactus,true,2026-04-09T04:00:05.406Z
69d6d72a1320a1beb15f0109,30.8,69.1,0,3103,29.39,2975,35.05,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T04:01:06.003Z
69d6d7661320a1beb15f010a,30.8,69,0,3097,29.57,2971,35.18,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:02:06.449Z
69d6d7a21320a1beb15f010b,30.9,69.1,0,3194,26.7,2963,35.43,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T04:03:06.855Z
69d6d7df1320a1beb15f010c,30.8,69.2,0,3094,29.66,2965,35.37,1924,65.89,money_plant,snake_plant,cactus,true,2026-04-09T04:04:07.380Z
69d6d81b1320a1beb15f010d,30.9,69,0,3102,29.42,2982,34.84,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:05:07.900Z
69d6d8581320a1beb15f010e,30.9,69.1,0,3107,29.27,2987,34.68,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T04:06:08.417Z
69d6d8941320a1beb15f010f,30.9,69,0,3102,29.42,2971,35.18,1930,65.71,money_plant,snake_plant,cactus,true,2026-04-09T04:07:08.937Z
69d6d8d11320a1beb15f0110,30.9,69.2,0,3101,29.45,2975,35.05,1926,65.83,money_plant,snake_plant,cactus,true,2026-04-09T04:08:09.448Z
69d6d90d1320a1beb15f0111,30.9,69,0,3103,29.39,2967,35.31,1926,65.83,money_plant,snake_plant,cactus,true,2026-04-09T04:09:09.975Z
69d6d94a1320a1beb15f0112,30.9,69,0,3101,29.45,2983,34.8,1934,65.58,money_plant,snake_plant,cactus,true,2026-04-09T04:10:10.492Z
69d6d9871320a1beb15f0113,30.9,69,0,3095,29.63,2979,34.93,1929,65.74,money_plant,snake_plant,cactus,true,2026-04-09T04:11:11.011Z
69d6d9c31320a1beb15f0114,30.9,69,0,3094,29.66,2997,34.37,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:12:11.532Z
69d6da001320a1beb15f0115,30.9,69.1,0,3101,29.45,2965,35.37,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:13:12.053Z
69d6da3c1320a1beb15f0116,30.9,69.1,0,3103,29.39,2980,34.9,1898,66.68,money_plant,snake_plant,cactus,true,2026-04-09T04:14:12.468Z
69d6da781320a1beb15f0117,30.9,69,0,3099,29.51,2976,35.02,1921,65.98,money_plant,snake_plant,cactus,true,2026-04-09T04:15:12.988Z
69d6dab51320a1beb15f0118,30.9,68.9,0,3107,29.27,2983,34.8,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T04:16:13.505Z
69d6daf21320a1beb15f0119,30.9,68.8,0,3103,29.39,2986,34.71,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T04:17:14.024Z
69d6db2e1320a1beb15f011a,30.9,68.9,0,3247,25.13,2976,35.02,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:18:14.537Z
69d6db6b1320a1beb15f011b,30.9,68.9,0,3101,29.45,2974,35.09,1924,65.89,money_plant,snake_plant,cactus,true,2026-04-09T04:19:15.065Z
69d6dba71320a1beb15f011c,30.9,69,0,3111,29.16,2974,35.09,1922,65.95,money_plant,snake_plant,cactus,true,2026-04-09T04:20:15.581Z
69d6dbe41320a1beb15f011d,30.8,69.3,0,3105,29.33,2981,34.87,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T04:21:16.097Z
69d6dc201320a1beb15f011e,30.8,69.1,0,3104,29.36,2977,34.99,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:22:16.620Z
69d6dc5d1320a1beb15f011f,30.9,69.1,0,3107,29.27,2977,34.99,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:23:17.139Z
69d6dc991320a1beb15f0120,30.9,69.1,0,3110,29.19,2977,34.99,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T04:24:17.658Z
69d6dcd61320a1beb15f0121,30.9,69.1,0,3105,29.33,2998,34.33,1923,65.92,money_plant,snake_plant,cactus,true,2026-04-09T04:25:18.109Z
69d6dd121320a1beb15f0122,30.9,68.9,0,3107,29.27,2981,34.87,1924,65.89,money_plant,snake_plant,cactus,true,2026-04-09T04:26:18.593Z
69d6dd4f1320a1beb15f0123,30.9,69.1,0,3095,29.63,2987,34.68,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T04:27:19.115Z
69d6dd8b1320a1beb15f0124,30.9,68.9,0,3106,29.3,2986,34.71,1894,66.8,money_plant,snake_plant,cactus,true,2026-04-09T04:28:19.525Z
69d6ddc71320a1beb15f0125,30.9,69,0,3102,29.42,2979,34.93,1926,65.83,money_plant,snake_plant,cactus,true,2026-04-09T04:29:19.943Z
69d6de041320a1beb15f0126,30.9,69.1,0,3120,28.89,2986,34.71,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T04:30:20.358Z
69d6de401320a1beb15f0127,30.9,68.9,0,3107,29.27,2980,34.9,1920,66.01,money_plant,snake_plant,cactus,true,2026-04-09T04:31:20.878Z
69d6de7d1320a1beb15f0128,30.8,69.1,0,3110,29.19,2985,34.74,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T04:32:21.402Z
69d6deb91320a1beb15f0129,30.9,69.1,0,3120,28.89,2981,34.87,1931,65.68,money_plant,snake_plant,cactus,true,2026-04-09T04:33:21.916Z
69d6def61320a1beb15f012a,30.9,69,0,3106,29.3,2979,34.93,1919,66.04,money_plant,snake_plant,cactus,true,2026-04-09T04:34:22.438Z
69d6df321320a1beb15f012b,30.8,69.1,0,3104,29.36,2982,34.84,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T04:35:22.959Z
69d6df6f1320a1beb15f012c,30.9,69.2,0,3115,29.04,2987,34.68,1929,65.74,money_plant,snake_plant,cactus,true,2026-04-09T04:36:23.581Z
69d6dfac1320a1beb15f012d,30.8,69.1,0,3108,29.24,2983,34.8,1926,65.83,money_plant,snake_plant,cactus,true,2026-04-09T04:37:24.099Z
69d6dfe81320a1beb15f012e,30.9,69.1,0,3105,29.33,2974,35.09,1932,65.64,money_plant,snake_plant,cactus,true,2026-04-09T04:38:24.620Z
69d6e0251320a1beb15f012f,30.8,69.1,0,3109,29.21,2986,34.71,1930,65.71,money_plant,snake_plant,cactus,true,2026-04-09T04:39:25.137Z
69d6e0611320a1beb15f0130,30.8,69.3,0,3114,29.07,2982,34.84,1925,65.86,money_plant,snake_plant,cactus,true,2026-04-09T04:40:25.656Z
69d6e09e1320a1beb15f0131,30.8,69,0,3108,29.24,2991,34.55,1934,65.58,money_plant,snake_plant,cactus,true,2026-04-09T04:41:26.177Z
69d6e0da1320a1beb15f0132,30.8,69,0,3109,29.21,2991,34.55,1930,65.71,money_plant,snake_plant,cactus,true,2026-04-09T04:42:26.694Z
69d6e1171320a1beb15f0133,30.8,69.2,0,3109,29.21,2982,34.84,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:43:27.214Z
69d6e1531320a1beb15f0134,30.8,69.1,0,3122,28.83,2984,34.77,1935,65.55,money_plant,snake_plant,cactus,true,2026-04-09T04:44:27.734Z
69d6e1901320a1beb15f0135,30.8,69.3,0,3219,25.96,2990,34.59,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:45:28.250Z
69d6e1cc1320a1beb15f0136,30.8,69.2,0,3118,28.95,2981,34.87,1931,65.68,money_plant,snake_plant,cactus,true,2026-04-09T04:46:28.662Z
69d6e2091320a1beb15f0137,30.8,69.1,0,3120,28.89,2981,34.87,1935,65.55,money_plant,snake_plant,cactus,true,2026-04-09T04:47:29.146Z
69d6e2451320a1beb15f0138,30.8,69.2,0,3110,29.19,2993,34.49,1931,65.68,money_plant,snake_plant,cactus,true,2026-04-09T04:48:29.498Z
69d6e2811320a1beb15f0139,30.8,69.3,0,3111,29.16,2986,34.71,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:49:29.915Z
69d6e2be1320a1beb15f013a,30.8,69.2,0,3114,29.07,2995,34.43,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:50:30.264Z
69d6e2fa1320a1beb15f013b,30.8,69.2,0,3110,29.19,2977,34.99,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:51:30.752Z
69d6e3371320a1beb15f013c,30.8,69.2,0,3118,28.95,2987,34.68,1933,65.61,money_plant,snake_plant,cactus,true,2026-04-09T04:52:31.169Z
69d6e3731320a1beb15f013d,30.8,69.2,0,3115,29.04,2989,34.62,1931,65.68,money_plant,snake_plant,cactus,true,2026-04-09T04:53:31.682Z
69d6e3b01320a1beb15f013e,30.8,69.3,0,3109,29.21,2992,34.52,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:54:32.206Z
69d6e3ec1320a1beb15f013f,30.8,69.3,0,3115,29.04,2982,34.84,1934,65.58,money_plant,snake_plant,cactus,true,2026-04-09T04:55:32.727Z
69d6e4291320a1beb15f0140,30.8,69.3,0,3120,28.89,3038,33.08,1933,65.61,money_plant,snake_plant,cactus,true,2026-04-09T04:56:33.246Z
69d6e4651320a1beb15f0141,30.8,69.2,0,3111,29.16,2991,34.55,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:57:33.657Z
69d6e4a21320a1beb15f0142,30.8,69.3,0,3117,28.98,2992,34.52,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T04:58:34.079Z
69d6e4de1320a1beb15f0143,30.8,69.5,0,3117,28.98,2988,34.65,1903,66.53,money_plant,snake_plant,cactus,true,2026-04-09T04:59:34.598Z
69d6e51b1320a1beb15f0144,30.8,69.5,0,3118,28.95,2977,34.99,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T05:00:35.113Z
69d6e5571320a1beb15f0145,30.8,69.3,0,3118,28.95,2986,34.71,1937,65.49,money_plant,snake_plant,cactus,true,2026-04-09T05:01:35.529Z
69d6e5941320a1beb15f0146,30.8,69.5,0,3119,28.92,2989,34.62,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T05:02:36.054Z
69d6e5d01320a1beb15f0147,30.8,69.5,0,3117,28.98,2989,34.62,1975,64.34,money_plant,snake_plant,cactus,true,2026-04-09T05:03:36.573Z
69d6e60d1320a1beb15f0148,30.8,69.4,0,3119,28.92,2998,34.33,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T05:04:37.091Z
69d6e6491320a1beb15f0149,30.8,69.4,0,3115,29.04,2988,34.65,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T05:05:37.611Z
69d6e6861320a1beb15f014a,30.8,69.3,0,3115,29.04,2992,34.52,1937,65.49,money_plant,snake_plant,cactus,true,2026-04-09T05:06:38.225Z
69d6e6c21320a1beb15f014b,30.8,69.5,0,3120,28.89,2992,34.52,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T05:07:38.752Z
69d6e6ff1320a1beb15f014c,30.8,69.4,0,3113,29.1,2990,34.59,1937,65.49,money_plant,snake_plant,cactus,true,2026-04-09T05:08:39.271Z
69d6e73b1320a1beb15f014d,30.8,69.3,0,3125,28.74,2993,34.49,1936,65.52,money_plant,snake_plant,cactus,true,2026-04-09T05:09:39.790Z
69d6e7781320a1beb15f014e,30.7,69.4,0,3111,29.16,2992,34.52,1941,65.37,money_plant,snake_plant,cactus,true,2026-04-09T05:10:40.309Z
69d6e7b41320a1beb15f014f,30.7,69.6,0,3120,28.89,2991,34.55,1941,65.37,money_plant,snake_plant,cactus,true,2026-04-09T05:11:40.828Z
69d6e7f11320a1beb15f0150,30.7,69.6,0,3118,28.95,2992,34.52,1933,65.61,money_plant,snake_plant,cactus,true,2026-04-09T05:12:41.342Z
69d6e82e1320a1beb15f0151,30.8,69.5,0,3114,29.07,2995,34.43,1941,65.37,money_plant,snake_plant,cactus,true,2026-04-09T05:13:42.066Z
69d6e86a1320a1beb15f0152,30.8,69.8,0,3125,28.74,2993,34.49,1943,65.31,money_plant,snake_plant,cactus,true,2026-04-09T05:14:42.591Z
69d6e8a71320a1beb15f0153,30.8,69.6,0,3117,28.98,2989,34.62,1943,65.31,money_plant,snake_plant,cactus,true,2026-04-09T05:15:43.206Z
69d6e8e31320a1beb15f0154,30.8,69.3,0,3119,28.92,2976,35.02,1942,65.34,money_plant,snake_plant,cactus,true,2026-04-09T05:16:43.729Z
69d6e9201320a1beb15f0155,30.8,69.5,0,3126,28.71,2997,34.37,1947,65.19,money_plant,snake_plant,cactus,true,2026-04-09T05:17:44.144Z
69d6e95c1320a1beb15f0156,30.7,69.4,0,3113,29.1,2993,34.49,1947,65.19,money_plant,snake_plant,cactus,true,2026-04-09T05:18:44.665Z
69d6e9991320a1beb15f0157,30.8,69.6,0,3117,28.98,2989,34.62,1943,65.31,money_plant,snake_plant,cactus,true,2026-04-09T05:19:45.182Z
69d6e9d51320a1beb15f0158,30.8,69.4,0,3115,29.04,2991,34.55,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T05:20:45.705Z
69d6ea121320a1beb15f0159,30.8,69.5,0,3109,29.21,2991,34.55,1958,64.86,money_plant,snake_plant,cactus,true,2026-04-09T05:21:46.223Z
69d6ea4e1320a1beb15f015a,30.8,69.5,0,3120,28.89,2999,34.3,1941,65.37,money_plant,snake_plant,cactus,true,2026-04-09T05:22:46.844Z
69d6ea8b1320a1beb15f015b,30.7,69.5,0,3115,29.04,3002,34.21,1939,65.43,money_plant,snake_plant,cactus,true,2026-04-09T05:23:47.256Z
69d6eac71320a1beb15f015c,30.8,69.6,0,3119,28.92,3007,34.05,1942,65.34,money_plant,snake_plant,cactus,true,2026-04-09T05:24:47.782Z
69d6eb051320a1beb15f015d,30.8,69.5,0,3139,28.33,2995,34.43,1947,65.19,money_plant,snake_plant,cactus,true,2026-04-09T05:25:49.120Z
69d6eb421320a1beb15f015e,30.8,70.1,0,3120,28.89,3003,34.18,1943,65.31,money_plant,snake_plant,cactus,true,2026-04-09T05:26:50.554Z
69d6eb7f1320a1beb15f015f,30.8,69.7,0,3119,28.92,2992,34.52,1939,65.43,money_plant,snake_plant,cactus,true,2026-04-09T05:27:51.077Z
69d6ebbc1320a1beb15f0160,30.8,69.6,0,3117,28.98,2995,34.43,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T05:28:52.417Z
69d6ebf81320a1beb15f0161,30.7,69.4,0,3119,28.92,3007,34.05,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T05:29:52.935Z
69d6ec351320a1beb15f0162,30.8,69.6,0,3120,28.89,3002,34.21,1950,65.1,money_plant,snake_plant,cactus,true,2026-04-09T05:30:53.350Z
69d6ec711320a1beb15f0163,30.7,69.4,0,3125,28.74,2997,34.37,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T05:31:53.872Z
69d6ecaf1320a1beb15f0164,30.7,69.5,0,3115,29.04,2992,34.52,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T05:32:55.618Z
69d6eced1320a1beb15f0165,30.7,69.8,0,3120,28.89,2994,34.46,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T05:33:57.466Z
69d6ed291320a1beb15f0166,30.8,69.5,0,3120,28.89,3001,34.24,1950,65.1,money_plant,snake_plant,cactus,true,2026-04-09T05:34:57.982Z
69d6ed661320a1beb15f0167,30.7,69.5,0,3121,28.86,3002,34.21,1954,64.98,money_plant,snake_plant,cactus,true,2026-04-09T05:35:58.506Z
69d6eda41320a1beb15f0168,30.7,69.8,0,3127,28.68,3002,34.21,1953,65.01,money_plant,snake_plant,cactus,true,2026-04-09T05:37:00.563Z
69d6ede11320a1beb15f0169,30.7,69.7,0,3117,28.98,2903,37.31,1952,65.04,money_plant,snake_plant,cactus,true,2026-04-09T05:38:01.083Z
69d6ee1f1320a1beb15f016a,30.7,69.6,0,3131,28.56,2999,34.3,1953,65.01,money_plant,snake_plant,cactus,true,2026-04-09T05:39:03.030Z
69d6ee5b1320a1beb15f016b,30.7,69.5,0,3130,28.59,3003,34.18,1954,64.98,money_plant,snake_plant,cactus,true,2026-04-09T05:40:03.552Z
69d6ee971320a1beb15f016c,30.7,69.6,0,3125,28.74,3006,34.08,1952,65.04,money_plant,snake_plant,cactus,true,2026-04-09T05:41:03.965Z
69d6eed61320a1beb15f016d,30.7,69.7,0,3124,28.77,3002,34.21,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T05:42:06.027Z
69d6ef121320a1beb15f016e,30.7,69.9,0,3120,28.89,3005,34.12,1954,64.98,money_plant,snake_plant,cactus,true,2026-04-09T05:43:06.562Z
69d6ef4f1320a1beb15f016f,30.7,69.8,0,3122,28.83,3006,34.08,1954,64.98,money_plant,snake_plant,cactus,true,2026-04-09T05:44:07.060Z
69d6ef8d1320a1beb15f0170,30.7,69.8,0,3123,28.8,3009,33.99,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T05:45:09.522Z
69d6efcb1320a1beb15f0171,30.7,69.8,0,3122,28.83,2992,34.52,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T05:46:11.886Z
69d6f0081320a1beb15f0172,30.7,69.7,0,3120,28.89,3023,33.55,1953,65.01,money_plant,snake_plant,cactus,true,2026-04-09T05:47:12.303Z
69d6f0441320a1beb15f0173,30.7,69.8,0,3126,28.71,3005,34.12,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T05:48:12.717Z
69d6fb51fd15bb96b9575a87,30.7,70.1,0.83,3136,28.41,3019,33.68,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T06:35:21.709Z
69d6fb8efd15bb96b9575a88,30.7,70,0.83,3129,28.62,3020,33.65,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T06:36:22.122Z
69d6fbcafd15bb96b9575a89,30.7,70.1,58.33,3137,28.39,3013,33.87,1957,64.89,money_plant,snake_plant,cactus,true,2026-04-09T06:37:22.642Z
69d6fc07fd15bb96b9575a8a,30.7,71.3,197.5,3069,30.4,3019,33.68,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T06:38:23.054Z
69d6fc43fd15bb96b9575a8b,30.2,73.2,220.83,3099,29.51,3035,33.18,1956,64.92,money_plant,snake_plant,cactus,true,2026-04-09T06:39:23.574Z
69d6fc80fd15bb96b9575a8c,29.7,74.2,235,3104,29.36,3019,33.68,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T06:40:24.098Z
69d6fcc3fd15bb96b9575a8d,29.4,76,250.83,3110,29.19,3024,33.52,1957,64.89,money_plant,snake_plant,cactus,true,2026-04-09T06:41:31.481Z
69d6fcfffd15bb96b9575a8e,29.1,77.1,252.5,3105,29.33,3015,33.8,1948,65.16,money_plant,snake_plant,cactus,true,2026-04-09T06:42:31.889Z
69d6fd41fd15bb96b9575a8f,28.9,77.5,250,3097,29.57,3021,33.62,1949,65.13,money_plant,snake_plant,cactus,true,2026-04-09T06:43:37.938Z
69d6fd7efd15bb96b9575a90,28.7,78,235.83,3115,29.04,3022,33.58,1952,65.04,money_plant,snake_plant,cactus,true,2026-04-09T06:44:38.464Z
69d6fdbafd15bb96b9575a91,28.7,78.3,235,3110,29.19,3024,33.52,1927,65.8,money_plant,snake_plant,cactus,true,2026-04-09T06:45:38.982Z
69d6fdfcfd15bb96b9575a92,28.6,78.9,233.33,3097,29.57,3018,33.71,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T06:46:44.824Z
69d6fe39fd15bb96b9575a93,28.6,78.9,279.17,3105,29.33,3024,33.52,1953,65.01,money_plant,snake_plant,cactus,true,2026-04-09T06:47:45.241Z
69d6fe75fd15bb96b9575a94,28.4,79.4,325,3111,29.16,3024,33.52,1959,64.83,money_plant,snake_plant,cactus,true,2026-04-09T06:48:45.756Z
69d6feb8fd15bb96b9575a95,28.3,80,353.33,3111,29.16,3039,33.05,1958,64.86,money_plant,snake_plant,cactus,true,2026-04-09T06:49:52.113Z
69d6fef4fd15bb96b9575a96,28.2,80.5,366.67,3118,28.95,3039,33.05,1959,64.83,money_plant,snake_plant,cactus,true,2026-04-09T06:50:52.636Z
69d6ff31fd15bb96b9575a97,28.2,80.7,382.5,3114,29.07,3024,33.52,1961,64.76,money_plant,snake_plant,cactus,true,2026-04-09T06:51:53.174Z
69d6ff6dfd15bb96b9575a98,28.2,80.9,397.5,3113,29.1,3030,33.33,1959,64.83,money_plant,snake_plant,cactus,true,2026-04-09T06:52:53.572Z
69d6ffa9fd15bb96b9575a99,28.2,80.7,409.17,3115,29.04,3036,33.15,1955,64.95,money_plant,snake_plant,cactus,true,2026-04-09T06:53:53.984Z
69d6ffecfd15bb96b9575a9a,28.3,80.4,427.5,3122,28.83,3027,33.43,1960,64.8,money_plant,snake_plant,cactus,true,2026-04-09T06:55:00.652Z
69d7002cfd15bb96b9575a9b,28.4,79.7,434.17,3115,29.04,3034,33.21,1957,64.89,money_plant,snake_plant,cactus,true,2026-04-09T06:56:04.757Z
69d70069fd15bb96b9575a9c,28.5,80,440,3123,28.8,3036,33.15,1967,64.58,money_plant,snake_plant,cactus,true,2026-04-09T06:57:05.166Z
69d700acfd15bb96b9575a9d,28.5,79.9,447.5,3114,29.07,3025,33.49,1958,64.86,money_plant,snake_plant,cactus,true,2026-04-09T06:58:12.246Z
69d700e8fd15bb96b9575a9e,28.6,79.5,455.83,3119,28.92,3109,30.86,1961,64.76,money_plant,snake_plant,cactus,true,2026-04-09T06:59:12.759Z
69d70125fd15bb96b9575a9f,28.7,79.2,452.5,3127,28.68,3047,32.8,1951,65.07,money_plant,snake_plant,cactus,true,2026-04-09T07:00:13.286Z
69d70161fd15bb96b9575aa0,28.7,78.4,469.17,3122,28.83,3037,33.11,1965,64.64,money_plant,snake_plant,cactus,true,2026-04-09T07:01:13.847Z
69d7019efd15bb96b9575aa1,28.8,78.6,465.83,3127,28.68,3043,32.93,1957,64.89,money_plant,snake_plant,cactus,true,2026-04-09T07:02:14.317Z
69d701dafd15bb96b9575aa2,28.7,78.6,464.17,3109,29.21,3044,32.9,1967,64.58,money_plant,snake_plant,cactus,true,2026-04-09T07:03:14.836Z
69d7021efd15bb96b9575aa3,28.7,78.6,465.83,3127,28.68,3043,32.93,1967,64.58,money_plant,snake_plant,cactus,true,2026-04-09T07:04:22.829Z
69d70262fd15bb96b9575aa4,28.8,79,469.17,3121,28.86,3023,33.55,1968,64.55,money_plant,snake_plant,cactus,true,2026-04-09T07:05:30.310Z
69d7029efd15bb96b9575aa5,28.8,78.5,477.5,3131,28.56,3045,32.86,1964,64.67,money_plant,snake_plant,cactus,true,2026-04-09T07:06:30.837Z
69d702dbfd15bb96b9575aa6,28.8,78.5,484.17,3127,28.68,3033,33.24,1967,64.58,money_plant,snake_plant,cactus,true,2026-04-09T07:07:31.353Z
69d70317fd15bb96b9575aa7,28.9,78.3,490,3124,28.77,3037,33.11,1942,65.34,money_plant,snake_plant,cactus,true,2026-04-09T07:08:31.874Z
69d7035bfd15bb96b9575aa8,29,78.2,504.17,3129,28.62,3042,32.96,1970,64.49,money_plant,snake_plant,cactus,true,2026-04-09T07:09:39.864Z
69d70398fd15bb96b9575aa9,29,78.5,519.17,3126,28.71,3046,32.83,1972,64.43,money_plant,snake_plant,cactus,true,2026-04-09T07:10:40.281Z
69d703d4fd15bb96b9575aaa,29,78.3,538.33,3127,28.68,3030,33.33,1971,64.46,money_plant,snake_plant,cactus,true,2026-04-09T07:11:40.804Z
69d70411fd15bb96b9575aab,28.9,78.4,550.83,3130,28.59,3044,32.9,1969,64.52,money_plant,snake_plant,cactus,true,2026-04-09T07:12:41.328Z
69d7044dfd15bb96b9575aac,29,78.4,560.83,3127,28.68,3038,33.08,1971,64.46,money_plant,snake_plant,cactus,true,2026-04-09T07:13:41.737Z
69d70491fd15bb96b9575aad,29.1,78.2,583.33,3136,28.41,3039,33.05,1972,64.43,money_plant,snake_plant,cactus,true,2026-04-09T07:14:49.732Z
69d704cefd15bb96b9575aae,29.2,78,629.17,3126,28.71,3047,32.8,1973,64.4,money_plant,snake_plant,cactus,true,2026-04-09T07:15:50.257Z
69d70510fd15bb96b9575aaf,29.2,77.6,627.5,3145,28.15,3043,32.93,1973,64.4,money_plant,snake_plant,cactus,true,2026-04-09T07:16:56.810Z
69d70553fd15bb96b9575ab0,29.3,77.7,610,3131,28.56,3040,33.02,1979,64.22,money_plant,snake_plant,cactus,true,2026-04-09T07:18:03.276Z
69d7059cfd15bb96b9575ab1,29.3,76.9,619.17,3125,28.74,3040,33.02,1973,64.4,money_plant,snake_plant,cactus,true,2026-04-09T07:19:16.178Z
69d705d8fd15bb96b9575ab2,29.4,77.3,634.17,3143,28.21,3042,32.96,1975,64.34,money_plant,snake_plant,cactus,true,2026-04-09T07:20:16.663Z
