plant_type,soil_pct,temperature,humidity,light
money_plant,27.97,32.4,71.1,57.5
snake_plant,63.0,32.4,71.1,57.5
money_plant,27.88,32.4,71.1,56.67
snake_plant,63.1,32.4,71.1,56.67
cactus,71.56,32.4,71.1,56.67
snake_plant,62.97,32.4,71.2,57.5
money_plant,27.94,32.4,71.4,57.5
snake_plant,62.88,32.4,71.4,57.5
money_plant,27.97,32.4,71.4,57.5
snake_plant,62.97,32.4,71.4,57.5
money_plant,27.91,32.4,71.4,57.5
snake_plant,62.85,32.4,71.4,57.5
cactus,71.38,32.4,71.4,57.5
money_plant,27.91,32.4,71.4,56.67
snake_plant,63.04,32.4,71.4,56.67
cactus,71.44,32.4,71.4,56.67
money_plant,27.88,32.4,71.2,56.67
snake_plant,63.1,32.4,71.2,56.67
cactus,71.35,32.4,71.2,56.67
snake_plant,62.91,32.4,71.2,57.5
money_plant,27.26,32.4,71.2,57.5
snake_plant,63.13,32.4,71.2,57.5
cactus,71.32,32.4,71.2,57.5
money_plant,28.09,32.4,71.4,57.5
snake_plant,63.04,32.4,71.4,57.5
cactus,71.32,32.4,71.4,57.5
money_plant,27.44,32.4,71.5,57.5
snake_plant,62.79,32.4,71.5,57.5
money_plant,27.94,32.4,71.5,57.5
snake_plant,62.72,32.4,71.5,57.5
cactus,71.32,32.4,71.5,57.5
snake_plant,63.0,32.4,71.4,57.5
money_plant,27.88,32.4,71.3,57.5
snake_plant,62.63,32.4,71.3,57.5
cactus,71.26,32.4,71.3,57.5
cactus,71.05,32.4,71.5,57.5
money_plant,27.91,32.3,71.7,57.5
snake_plant,62.72,32.3,71.7,57.5
cactus,71.44,32.3,71.7,57.5
money_plant,27.88,32.3,71.4,57.5
snake_plant,62.63,32.3,71.4,57.5
cactus,71.47,32.3,71.4,57.5
money_plant,27.88,32.3,71.6,57.5
snake_plant,62.5,32.3,71.6,57.5
cactus,71.47,32.3,71.6,57.5
money_plant,27.85,32.3,71.6,57.5
snake_plant,62.66,32.3,71.6,57.5
cactus,71.41,32.3,71.6,57.5
money_plant,27.94,32.3,71.5,57.5
snake_plant,62.5,32.3,71.5,57.5
cactus,71.47,32.3,71.5,57.5
money_plant,27.79,32.3,71.6,56.67
snake_plant,62.66,32.3,71.6,56.67
cactus,71.35,32.3,71.6,56.67
money_plant,27.59,32.3,71.6,56.67
money_plant,27.29,32.3,71.6,57.5
snake_plant,62.57,32.3,71.6,57.5
cactus,71.35,32.3,71.6,57.5
money_plant,27.76,32.3,71.8,57.5
snake_plant,62.5,32.3,71.8,57.5
cactus,71.41,32.3,71.8,57.5
money_plant,27.61,32.4,71.7,56.67
snake_plant,62.57,32.4,71.7,56.67
cactus,71.35,32.4,71.7,56.67
money_plant,27.94,32.3,71.8,0.0
snake_plant,62.47,32.3,71.8,0.0
cactus,71.56,32.3,71.8,0.0
money_plant,27.85,32.4,71.8,0.0
snake_plant,62.75,32.4,71.8,0.0
cactus,71.53,32.4,71.8,0.0
money_plant,27.91,32.4,71.4,0.0
snake_plant,62.57,32.4,71.4,0.0
cactus,71.35,32.4,71.4,0.0
money_plant,27.94,32.4,71.3,0.0
snake_plant,62.57,32.4,71.3,0.0
cactus,71.41,32.4,71.3,0.0
money_plant,27.85,32.4,71.2,0.0
snake_plant,62.69,32.4,71.2,0.0
cactus,71.35,32.4,71.2,0.0
money_plant,27.5,32.4,71.2,0.0
snake_plant,62.35,32.4,71.2,0.0
cactus,71.29,32.4,71.2,0.0
money_plant,27.44,32.4,71.2,0.0
snake_plant,62.25,32.4,71.2,0.0
cactus,71.38,32.4,71.2,0.0
money_plant,27.67,32.4,71.1,0.0
snake_plant,62.47,32.4,71.1,0.0
cactus,71.65,32.4,71.1,0.0
money_plant,27.67,32.4,71.0,0.0
snake_plant,62.28,32.4,71.0,0.0
cactus,71.44,32.4,71.0,0.0
money_plant,27.79,32.3,71.1,0.0
snake_plant,62.85,32.3,71.1,0.0
cactus,71.44,32.3,71.1,0.0
money_plant,27.85,32.3,71.0,0.0
snake_plant,62.57,32.3,71.0,0.0
cactus,71.35,32.3,71.0,0.0
money_plant,27.91,32.3,71.0,0.0
cactus,71.44,32.3,71.0,0.0
money_plant,27.88,32.4,71.0,0.0
snake_plant,62.5,32.4,71.0,0.0
cactus,71.47,32.4,71.0,0.0
money_plant,27.64,32.3,71.0,0.0
snake_plant,62.41,32.3,71.0,0.0
cactus,71.38,32.3,71.0,0.0
money_plant,27.67,32.3,71.0,0.0
cactus,71.41,32.3,71.0,0.0
money_plant,27.64,32.3,71.1,0.0
snake_plant,62.25,32.3,71.1,0.0
cactus,71.08,32.3,71.1,0.0
money_plant,28.71,32.3,71.2,0.0
snake_plant,62.28,32.3,71.2,0.0
cactus,71.38,32.3,71.2,0.0
money_plant,27.85,32.3,71.1,0.0
snake_plant,62.22,32.3,71.1,0.0
cactus,71.56,32.3,71.1,0.0
snake_plant,62.13,32.3,71.1,0.0
cactus,71.41,32.3,71.1,0.0
money_plant,27.94,32.3,71.1,0.0
snake_plant,62.16,32.3,71.1,0.0
money_plant,28.44,32.3,71.1,0.0
cactus,71.38,32.3,71.1,0.0
money_plant,27.61,32.3,71.2,0.0
snake_plant,62.19,32.3,71.2,0.0
cactus,71.35,32.3,71.2,0.0
money_plant,27.56,32.3,71.1,0.0
snake_plant,62.44,32.3,71.1,0.0
money_plant,27.82,32.3,71.2,0.0
snake_plant,62.25,32.3,71.2,0.0
snake_plant,62.07,32.3,71.1,0.0
cactus,71.32,32.3,71.1,0.0
money_plant,27.14,32.2,71.1,0.0
snake_plant,62.22,32.2,71.1,0.0
cactus,71.41,32.2,71.1,0.0
money_plant,31.05,32.3,71.2,0.0
snake_plant,62.1,32.3,71.2,0.0
money_plant,26.16,32.3,71.1,0.0
cactus,71.35,32.3,71.1,0.0
money_plant,27.94,32.2,71.1,0.0
cactus,71.35,32.2,71.1,0.0
money_plant,27.64,32.2,71.1,0.0
snake_plant,63.04,32.2,71.1,0.0
cactus,71.32,32.2,71.1,0.0
money_plant,27.88,32.3,71.1,0.0
money_plant,27.61,32.2,71.2,0.0
snake_plant,62.41,32.2,71.2,0.0
cactus,71.38,32.2,71.2,0.0
money_plant,27.64,32.2,71.0,0.0
snake_plant,62.0,32.2,71.0,0.0
cactus,71.35,32.2,71.0,0.0
money_plant,27.82,32.2,71.2,0.0
snake_plant,62.07,32.2,71.2,0.0
cactus,71.05,32.2,71.2,0.0
snake_plant,62.03,32.2,71.2,0.0
cactus,71.35,32.2,71.2,0.0
money_plant,25.57,32.2,71.1,0.0
snake_plant,61.97,32.2,71.1,0.0
money_plant,26.99,32.2,71.1,0.0
snake_plant,62.07,32.2,71.1,0.0
money_plant,27.67,32.2,71.1,0.0
snake_plant,62.13,32.2,71.1,0.0
money_plant,27.05,32.2,71.1,0.0
snake_plant,62.0,32.2,71.1,0.0
money_plant,27.56,32.2,71.2,0.0
snake_plant,61.85,32.2,71.2,0.0
money_plant,27.64,32.2,71.3,0.0
snake_plant,62.03,32.2,71.3,0.0
cactus,71.29,32.2,71.3,0.0
money_plant,27.61,32.2,71.1,0.0
snake_plant,61.91,32.2,71.1,0.0
money_plant,27.85,32.2,71.0,0.0
snake_plant,62.07,32.2,71.0,0.0
snake_plant,61.88,32.2,71.1,0.0
cactus,71.17,32.2,71.1,0.0
money_plant,27.79,32.2,71.1,0.0
snake_plant,62.19,32.2,71.1,0.0
cactus,71.23,32.2,71.1,0.0
money_plant,27.64,32.2,71.2,0.0
snake_plant,61.91,32.2,71.2,0.0
cactus,71.23,32.2,71.2,0.0
money_plant,27.91,32.2,71.0,0.0
snake_plant,61.63,32.2,71.0,0.0
cactus,71.26,32.2,71.0,0.0
money_plant,27.88,32.2,71.0,0.0
snake_plant,62.35,32.2,71.0,0.0
money_plant,27.47,32.2,71.1,0.0
snake_plant,61.56,32.2,71.1,0.0
snake_plant,61.85,32.2,71.0,0.0
money_plant,27.94,32.2,71.2,0.0
cactus,71.29,32.2,71.2,0.0
money_plant,27.94,32.2,70.9,0.0
snake_plant,61.85,32.2,70.9,0.0
cactus,71.29,32.2,70.9,0.0
money_plant,28.03,32.2,71.0,0.0
money_plant,28.09,32.2,70.9,0.0
snake_plant,61.75,32.2,70.9,0.0
cactus,71.2,32.2,70.9,0.0
snake_plant,61.56,32.2,71.0,0.0
cactus,71.2,32.2,71.0,0.0
money_plant,27.61,32.2,71.0,0.0
snake_plant,61.91,32.2,71.0,0.0
money_plant,27.76,32.1,71.1,0.0
snake_plant,61.56,32.1,71.1,0.0
cactus,71.35,32.1,71.1,0.0
money_plant,27.94,32.1,71.1,0.0
cactus,71.14,32.1,71.1,0.0
money_plant,28.44,32.2,70.9,0.0
snake_plant,61.5,32.2,70.9,0.0
money_plant,30.99,32.2,71.1,0.0
snake_plant,61.72,32.2,71.1,0.0
cactus,71.26,32.2,71.1,0.0
money_plant,27.88,32.1,71.1,0.0
snake_plant,61.72,32.1,71.1,0.0
cactus,71.02,32.1,71.1,0.0
money_plant,27.56,32.1,71.0,0.0
snake_plant,61.6,32.1,71.0,0.0
cactus,71.08,32.1,71.0,0.0
money_plant,27.79,32.1,71.0,0.0
snake_plant,61.75,32.1,71.0,0.0
cactus,70.86,32.1,71.0,0.0
money_plant,27.91,32.1,71.1,0.0
snake_plant,61.85,32.1,71.1,0.0
cactus,71.23,32.1,71.1,0.0
money_plant,27.85,32.1,71.1,0.0
snake_plant,61.78,32.1,71.1,0.0
cactus,71.11,32.1,71.1,0.0
snake_plant,61.56,32.1,71.0,0.0
cactus,71.32,32.1,71.0,0.0
money_plant,27.56,32.1,71.1,0.0
snake_plant,61.66,32.1,71.1,0.0
cactus,71.2,32.1,71.1,0.0
money_plant,27.2,32.1,71.0,0.0
snake_plant,61.38,32.1,71.0,0.0
cactus,71.2,32.1,71.0,0.0
money_plant,27.47,32.1,71.1,0.0
snake_plant,61.6,32.1,71.1,0.0
money_plant,27.44,32.1,71.1,0.0
snake_plant,61.38,32.1,71.1,0.0
snake_plant,61.66,32.1,71.0,0.0
cactus,71.17,32.1,71.0,0.0
money_plant,27.61,32.1,71.1,0.0
snake_plant,61.63,32.1,71.1,0.0
cactus,71.08,32.1,71.1,0.0
money_plant,27.73,32.1,71.1,0.0
snake_plant,61.82,32.1,71.1,0.0
snake_plant,61.41,32.1,71.1,0.0
money_plant,27.41,32.1,71.0,0.0
snake_plant,61.22,32.1,71.0,0.0
money_plant,27.61,32.1,71.0,0.0
snake_plant,61.63,32.1,71.0,0.0
cactus,72.32,32.1,71.0,0.0
snake_plant,62.0,32.1,71.1,0.0
snake_plant,62.1,32.1,71.1,0.0
cactus,71.29,32.1,71.1,0.0
money_plant,27.61,32.0,71.0,0.0
snake_plant,61.91,32.0,71.0,0.0
cactus,71.32,32.0,71.0,0.0
money_plant,27.76,32.1,71.0,0.0
cactus,71.23,32.1,71.0,0.0
snake_plant,62.0,32.0,71.0,0.0
cactus,71.29,32.0,71.0,0.0
money_plant,27.64,32.1,71.0,0.0
snake_plant,62.07,32.1,71.0,0.0
cactus,71.29,32.1,71.0,0.0
money_plant,27.73,32.0,71.1,0.0
snake_plant,62.07,32.0,71.1,0.0
cactus,71.35,32.0,71.1,0.0
money_plant,27.5,32.1,71.1,0.0
snake_plant,61.88,32.1,71.1,0.0
cactus,73.84,32.1,71.1,0.0
money_plant,28.15,32.1,71.0,0.0
cactus,71.35,32.1,71.0,0.0
money_plant,27.67,32.1,71.0,0.0
snake_plant,61.6,32.0,71.1,0.0
cactus,71.38,32.0,71.1,0.0
money_plant,27.53,32.0,71.1,0.0
cactus,71.53,32.0,71.1,0.0
money_plant,27.59,32.0,71.1,0.0
snake_plant,61.78,32.0,71.1,0.0
cactus,71.5,32.0,71.1,0.0
money_plant,27.61,32.0,71.1,0.0
snake_plant,62.1,32.0,71.1,0.0
snake_plant,62.16,32.1,71.0,0.0
cactus,71.5,32.1,71.0,0.0
money_plant,27.53,32.0,71.0,0.0
snake_plant,61.85,32.0,71.0,0.0
cactus,71.41,32.0,71.0,0.0
money_plant,27.85,32.0,71.2,0.0
snake_plant,61.88,32.0,71.2,0.0
cactus,71.38,32.0,71.2,0.0
snake_plant,61.5,32.1,71.1,0.0
cactus,71.41,32.1,71.1,0.0
money_plant,27.32,32.0,71.1,0.0
snake_plant,61.72,32.0,71.1,0.0
cactus,71.47,32.0,71.1,0.0
money_plant,27.91,32.0,71.0,0.0
snake_plant,61.75,32.0,71.0,0.0
cactus,71.56,32.0,71.0,0.0
money_plant,27.61,32.0,70.9,0.0
snake_plant,61.88,32.0,70.9,0.0
cactus,71.5,32.0,70.9,0.0
money_plant,27.73,32.0,71.0,0.0
cactus,71.5,32.0,71.0,0.0
money_plant,27.88,32.0,71.0,0.0
snake_plant,61.47,32.0,71.0,0.0
snake_plant,61.5,32.0,71.1,0.0
cactus,71.41,32.0,71.1,0.0
money_plant,27.82,32.0,71.2,0.0
snake_plant,61.56,32.0,71.2,0.0
cactus,71.41,32.0,71.2,0.0
money_plant,27.73,32.0,71.2,0.0
snake_plant,61.66,32.0,71.2,0.0
cactus,71.47,32.0,71.2,0.0
money_plant,27.5,32.0,71.1,0.0
snake_plant,61.56,32.0,71.1,0.0
money_plant,27.38,32.0,71.2,0.0
snake_plant,61.6,32.0,71.2,0.0
money_plant,27.64,32.0,71.0,0.0
money_plant,27.67,32.0,71.3,0.0
snake_plant,60.94,32.0,71.3,0.0
cactus,71.5,32.0,71.3,0.0
money_plant,27.67,32.0,71.1,0.0
cactus,73.29,32.0,71.1,0.0
money_plant,27.73,31.9,71.2,0.0
snake_plant,61.56,31.9,71.2,0.0
cactus,71.56,31.9,71.2,0.0
money_plant,27.76,31.9,71.2,0.0
snake_plant,61.47,31.9,71.2,0.0
cactus,71.62,31.9,71.2,0.0
snake_plant,60.56,32.0,71.2,0.0
cactus,71.62,32.0,71.2,0.0
money_plant,27.53,32.0,71.2,0.0
cactus,71.5,32.0,71.2,0.0
money_plant,27.76,32.0,71.2,0.0
snake_plant,61.47,32.0,71.2,0.0
snake_plant,61.35,32.0,71.1,0.0
cactus,72.5,32.0,71.1,0.0
money_plant,27.5,32.0,71.2,0.0
snake_plant,61.5,32.0,71.2,0.0
cactus,71.68,32.0,71.2,0.0
money_plant,27.53,31.9,71.2,0.0
snake_plant,61.35,31.9,71.2,0.0
money_plant,27.67,31.9,71.2,0.0
snake_plant,61.38,31.9,71.2,0.0
cactus,71.81,31.9,71.2,0.0
money_plant,26.64,32.0,71.2,0.0
snake_plant,61.38,32.0,71.2,0.0
cactus,71.71,32.0,71.2,0.0
money_plant,27.88,31.9,71.3,0.0
snake_plant,61.16,31.9,71.3,0.0
cactus,71.62,31.9,71.3,0.0
money_plant,27.73,31.9,71.3,0.0
snake_plant,61.44,31.9,71.3,0.0
cactus,71.75,31.9,71.3,0.0
money_plant,27.61,31.9,71.4,0.0
snake_plant,61.16,31.9,71.4,0.0
cactus,71.62,31.9,71.4,0.0
money_plant,27.79,31.9,71.2,0.0
snake_plant,61.41,31.9,71.2,0.0
money_plant,28.15,31.9,71.3,0.0
snake_plant,61.35,31.9,71.3,0.0
cactus,71.81,31.9,71.3,0.0
money_plant,27.85,31.9,71.1,0.0
snake_plant,61.22,31.9,71.1,0.0
cactus,71.75,31.9,71.1,0.0
money_plant,27.44,31.9,71.3,0.0
snake_plant,61.03,31.9,71.3,0.0
money_plant,27.53,31.9,71.3,0.0
snake_plant,60.97,31.9,71.3,0.0
cactus,71.9,31.9,71.3,0.0
money_plant,27.67,31.9,71.3,0.0
snake_plant,61.06,31.9,71.3,0.0
cactus,71.68,31.9,71.3,0.0
money_plant,27.56,31.9,71.2,0.0
snake_plant,60.97,31.9,71.2,0.0
cactus,71.68,31.9,71.2,0.0
snake_plant,61.03,31.9,71.2,0.0
cactus,71.75,31.9,71.2,0.0
money_plant,27.64,31.9,71.2,0.0
snake_plant,63.51,31.9,71.2,0.0
cactus,71.78,31.9,71.2,0.0
cactus,71.9,31.9,71.2,0.0
money_plant,27.79,31.9,71.1,0.0
snake_plant,61.03,31.9,71.1,0.0
cactus,72.93,31.9,71.1,0.0
money_plant,27.56,31.9,71.3,0.0
snake_plant,61.56,31.9,71.3,0.0
cactus,71.84,31.9,71.3,0.0
money_plant,27.47,31.9,71.2,0.0
cactus,70.83,31.9,71.2,0.0
snake_plant,61.13,31.9,71.2,0.0
money_plant,27.76,31.9,71.3,0.0
snake_plant,60.56,31.9,71.3,0.0
money_plant,27.61,31.9,71.3,0.0
money_plant,27.59,31.9,71.4,0.0
snake_plant,61.03,31.9,71.4,0.0
cactus,71.87,31.9,71.4,0.0
money_plant,27.64,31.9,71.4,0.0
snake_plant,60.97,31.9,71.4,0.0
cactus,71.84,31.9,71.4,0.0
money_plant,26.84,31.9,71.3,0.0
snake_plant,60.72,31.9,71.3,0.0
money_plant,27.64,31.8,71.3,0.0
snake_plant,60.56,31.8,71.3,0.0
cactus,71.93,31.8,71.3,0.0
money_plant,27.85,31.9,71.5,0.0
snake_plant,61.0,31.9,71.5,0.0
cactus,71.9,31.9,71.5,0.0
money_plant,27.17,31.9,71.4,0.0
snake_plant,60.91,31.9,71.4,0.0
cactus,71.93,31.9,71.4,0.0
money_plant,27.02,31.8,71.4,0.0
snake_plant,60.53,31.8,71.4,0.0
cactus,71.9,31.8,71.4,0.0
money_plant,27.56,31.8,71.4,0.0
snake_plant,60.72,31.8,71.4,0.0
cactus,71.93,31.8,71.4,0.0
money_plant,28.0,31.9,71.4,0.0
snake_plant,60.72,31.9,71.4,0.0
cactus,71.96,31.9,71.4,0.0
money_plant,27.5,31.8,71.2,0.0
snake_plant,60.53,31.8,71.2,0.0
cactus,72.17,31.8,71.2,0.0
money_plant,25.1,31.8,71.2,0.0
snake_plant,60.69,31.8,71.2,0.0
cactus,71.9,31.8,71.2,0.0
snake_plant,60.56,31.9,71.5,0.0
cactus,72.02,31.9,71.5,0.0
money_plant,27.88,31.9,71.6,0.0
snake_plant,60.91,31.9,71.6,0.0
cactus,72.02,31.9,71.6,0.0
money_plant,27.53,31.8,71.6,0.0
snake_plant,60.63,31.8,71.6,0.0
cactus,71.99,31.8,71.6,0.0
money_plant,27.67,31.8,71.5,0.0
snake_plant,60.56,31.8,71.5,0.0
cactus,71.93,31.8,71.5,0.0
money_plant,27.67,31.9,71.4,0.0
cactus,72.02,31.9,71.4,0.0
money_plant,27.64,31.9,71.3,0.0
cactus,72.72,31.9,71.3,0.0
snake_plant,60.47,31.9,71.3,0.0
cactus,72.05,31.9,71.3,0.0
money_plant,27.41,31.9,71.2,0.0
snake_plant,60.47,31.9,71.2,0.0
cactus,73.08,31.9,71.2,0.0
money_plant,27.64,31.8,71.4,0.0
snake_plant,60.85,31.8,71.4,0.0
cactus,72.14,31.8,71.4,0.0
money_plant,27.41,31.8,71.4,0.0
money_plant,27.5,31.8,71.5,0.0
snake_plant,60.5,31.8,71.5,0.0
cactus,71.87,31.8,71.5,0.0
money_plant,27.73,31.8,71.5,0.0
snake_plant,60.47,31.8,71.5,0.0
cactus,71.96,31.8,71.5,0.0
money_plant,27.61,31.8,71.6,0.0
snake_plant,60.53,31.8,71.6,0.0
cactus,71.9,31.8,71.6,0.0
money_plant,27.59,31.8,71.4,0.0
snake_plant,60.38,31.8,71.4,0.0
cactus,72.02,31.8,71.4,0.0
money_plant,27.5,31.8,71.4,0.0
snake_plant,60.56,31.8,71.4,0.0
cactus,71.96,31.8,71.4,0.0
money_plant,27.7,31.8,71.4,0.0
cactus,71.71,31.8,71.4,0.0
money_plant,27.76,31.8,71.5,0.0
snake_plant,60.53,31.8,71.5,0.0
cactus,71.84,31.8,71.5,0.0
money_plant,27.29,31.8,71.5,0.0
snake_plant,60.69,31.8,71.5,0.0
money_plant,27.14,31.8,71.4,0.0
snake_plant,60.25,31.8,71.4,0.0
money_plant,27.67,31.8,71.6,0.0
cactus,71.81,31.8,71.6,0.0
money_plant,27.73,31.8,71.6,0.0
snake_plant,60.56,31.8,71.6,0.0
cactus,72.05,31.8,71.6,0.0
money_plant,27.94,31.8,71.6,0.0
cactus,71.93,31.8,71.6,0.0
money_plant,27.64,31.8,71.6,0.0
snake_plant,60.22,31.8,71.6,0.0
money_plant,27.41,31.8,71.6,0.0
snake_plant,60.25,31.8,71.6,0.0
snake_plant,60.16,31.8,71.6,0.0
cactus,71.96,31.8,71.6,0.0
snake_plant,59.56,31.8,71.6,0.0
cactus,71.84,31.8,71.6,0.0
money_plant,27.44,31.8,71.6,0.0
snake_plant,59.91,31.8,71.6,0.0
money_plant,27.53,31.8,71.5,0.0
snake_plant,60.03,31.8,71.5,0.0
cactus,72.05,31.8,71.5,0.0
money_plant,27.5,31.7,71.7,0.0
snake_plant,60.0,31.7,71.7,0.0
cactus,71.84,31.7,71.7,0.0
money_plant,27.82,31.8,71.6,0.0
snake_plant,60.06,31.8,71.6,0.0
money_plant,27.73,31.7,71.6,0.0
snake_plant,60.13,31.7,71.6,0.0
cactus,71.87,31.7,71.6,0.0
money_plant,27.76,31.7,71.6,0.0
snake_plant,60.09,31.7,71.6,0.0
cactus,71.71,31.7,71.6,0.0
money_plant,27.73,31.7,71.7,0.0
snake_plant,60.19,31.7,71.7,0.0
snake_plant,59.97,31.7,71.7,0.0
cactus,71.68,31.7,71.7,0.0
money_plant,27.64,31.7,71.5,0.0
snake_plant,59.84,31.7,71.5,0.0
cactus,71.68,31.7,71.5,0.0
money_plant,27.85,31.7,71.6,0.0
snake_plant,59.91,31.7,71.6,0.0
cactus,71.75,31.7,71.6,0.0
money_plant,27.64,31.7,71.8,0.0
snake_plant,60.03,31.7,71.8,0.0
cactus,71.87,31.7,71.8,0.0
money_plant,27.53,31.7,71.4,0.0
snake_plant,60.56,31.7,71.4,0.0
cactus,71.68,31.7,71.4,0.0
money_plant,27.2,31.7,71.8,0.0
snake_plant,59.75,31.7,71.8,0.0
cactus,71.68,31.7,71.8,0.0
money_plant,27.73,31.7,71.5,0.0
snake_plant,60.06,31.7,71.5,0.0
cactus,71.87,31.7,71.5,0.0
money_plant,27.76,31.8,71.7,0.0
snake_plant,59.78,31.8,71.7,0.0
cactus,71.62,31.8,71.7,0.0
snake_plant,59.69,31.7,71.6,0.0
cactus,71.62,31.7,71.6,0.0
money_plant,27.47,31.7,71.6,0.0
cactus,71.84,31.7,71.6,0.0
money_plant,26.04,31.8,71.6,0.0
snake_plant,59.81,31.8,71.6,0.0
money_plant,27.41,31.7,71.7,0.0
snake_plant,59.56,31.7,71.7,0.0
cactus,71.56,31.7,71.7,0.0
money_plant,27.53,31.7,71.7,0.0
snake_plant,59.5,31.7,71.7,0.0
cactus,71.93,31.7,71.7,0.0
money_plant,27.32,31.7,71.5,0.0
snake_plant,59.56,31.7,71.5,0.0
cactus,71.56,31.7,71.5,0.0
money_plant,27.61,31.7,71.6,0.0
snake_plant,59.62,31.7,71.6,0.0
money_plant,27.44,31.7,71.6,0.0
snake_plant,59.66,31.7,71.6,0.0
cactus,71.78,31.7,71.6,0.0
money_plant,27.5,31.7,71.8,0.0
snake_plant,59.56,31.7,71.8,0.0
money_plant,27.61,31.7,71.7,0.0
snake_plant,59.53,31.7,71.7,0.0
cactus,71.81,31.7,71.7,0.0
money_plant,27.67,31.7,71.7,0.0
snake_plant,59.44,31.7,71.7,0.0
snake_plant,59.41,31.7,71.7,0.0
cactus,71.87,31.7,71.7,0.0
money_plant,27.79,31.7,71.7,0.0
money_plant,27.94,31.7,71.6,0.0
cactus,72.11,31.7,71.6,0.0
snake_plant,59.72,31.7,71.7,0.0
money_plant,27.59,31.7,71.6,0.0
snake_plant,59.53,31.7,71.6,0.0
cactus,71.81,31.7,71.6,0.0
money_plant,27.82,31.7,71.8,0.0
snake_plant,59.94,31.7,71.8,0.0
cactus,71.9,31.7,71.8,0.0
money_plant,27.73,31.7,71.8,0.0
snake_plant,59.53,31.7,71.8,0.0
cactus,71.93,31.7,71.8,0.0
money_plant,27.59,31.7,71.9,0.0
snake_plant,59.56,31.7,71.9,0.0
cactus,71.56,31.7,71.9,0.0
snake_plant,59.0,31.7,71.7,0.0
money_plant,27.56,31.7,71.7,0.0
money_plant,27.29,31.7,71.7,0.0
cactus,71.99,31.7,71.7,0.0
money_plant,27.73,31.6,72.0,0.0
snake_plant,59.06,31.6,72.0,0.0
cactus,71.75,31.6,72.0,0.0
money_plant,27.47,31.7,71.8,0.0
snake_plant,59.31,31.7,71.8,0.0
cactus,71.99,31.7,71.8,0.0
money_plant,27.44,31.6,71.9,0.0
snake_plant,59.12,31.6,71.9,0.0
cactus,71.75,31.6,71.9,0.0
money_plant,27.53,31.7,72.1,0.0
snake_plant,59.15,31.7,72.1,0.0
cactus,71.81,31.7,72.1,0.0
money_plant,27.44,31.7,71.8,0.0
snake_plant,59.03,31.7,71.8,0.0
money_plant,27.61,31.6,71.8,0.0
snake_plant,59.15,31.6,71.8,0.0
cactus,71.78,31.6,71.8,0.0
money_plant,27.5,31.6,72.0,0.0
snake_plant,59.44,31.6,72.0,0.0
cactus,71.81,31.6,72.0,0.0
money_plant,27.79,31.7,71.8,0.0
money_plant,27.41,31.7,71.9,0.0
snake_plant,59.0,31.7,71.9,0.0
cactus,71.87,31.7,71.9,0.0
money_plant,27.47,31.6,71.8,0.0
snake_plant,59.03,31.6,71.8,0.0
cactus,71.75,31.6,71.8,0.0
money_plant,27.53,31.6,71.9,0.0
snake_plant,59.25,31.6,71.9,0.0
cactus,72.32,31.6,71.9,0.0
snake_plant,59.25,31.6,72.0,0.0
cactus,71.84,31.6,72.0,0.0
money_plant,27.64,31.6,72.0,0.0
snake_plant,59.03,31.6,72.0,0.0
money_plant,27.38,31.6,71.9,0.0
snake_plant,59.06,31.6,71.9,0.0
cactus,71.84,31.6,71.9,0.0
money_plant,27.5,31.6,71.9,0.0
cactus,71.87,31.6,71.9,0.0
money_plant,27.79,31.6,71.6,0.0
snake_plant,59.03,31.6,71.6,0.0
cactus,71.87,31.6,71.6,0.0
money_plant,27.76,31.6,71.9,0.0
snake_plant,59.15,31.6,71.9,0.0
cactus,72.05,31.6,71.9,0.0
money_plant,27.35,31.6,72.1,0.0
snake_plant,58.72,31.6,72.1,0.0
cactus,71.84,31.6,72.1,0.0
money_plant,27.47,31.5,71.9,0.0
snake_plant,58.75,31.5,71.9,0.0
cactus,71.68,31.5,71.9,0.0
money_plant,27.67,31.5,72.1,0.0
snake_plant,58.72,31.5,72.1,0.0
cactus,71.93,31.5,72.1,0.0
money_plant,27.85,31.5,72.1,0.0
snake_plant,58.47,31.5,72.1,0.0
cactus,71.84,31.5,72.1,0.0
money_plant,27.26,31.6,72.1,0.0
snake_plant,58.28,31.6,72.1,0.0
cactus,71.87,31.6,72.1,0.0
money_plant,27.38,31.6,72.1,0.0
snake_plant,58.56,31.6,72.1,0.0
money_plant,27.59,31.6,71.9,0.0
snake_plant,59.53,31.6,71.9,0.0
cactus,71.99,31.6,71.9,0.0
money_plant,27.41,31.6,71.8,0.0
snake_plant,60.47,31.6,71.8,0.0
cactus,72.02,31.6,71.8,0.0
money_plant,27.02,31.6,72.2,0.0
snake_plant,58.69,31.6,72.2,0.0
cactus,72.11,31.6,72.2,0.0
snake_plant,59.41,31.6,71.9,0.0
cactus,72.17,31.6,71.9,0.0
snake_plant,58.56,31.6,71.9,0.0
money_plant,27.73,31.5,72.0,0.0
snake_plant,59.47,31.5,72.0,0.0
cactus,71.96,31.5,72.0,0.0
money_plant,27.08,31.5,72.1,0.0
snake_plant,58.59,31.5,72.1,0.0
cactus,71.87,31.5,72.1,0.0
money_plant,27.61,31.5,72.2,0.0
snake_plant,58.72,31.5,72.2,0.0
cactus,71.99,31.5,72.2,0.0
money_plant,27.17,31.5,72.2,0.0
snake_plant,58.09,31.5,72.2,0.0
